file,num_clusters,silhouette,db_index,ch_index,params
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 10, 'alpha': 0.5, 'beta': 0.5, 'rho': 0.1, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 10, 'alpha': 0.5, 'beta': 0.5, 'rho': 0.3, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 10, 'alpha': 0.5, 'beta': 1.0, 'rho': 0.1, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 10, 'alpha': 0.5, 'beta': 1.0, 'rho': 0.3, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 10, 'alpha': 1.0, 'beta': 0.5, 'rho': 0.1, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 10, 'alpha': 1.0, 'beta': 0.5, 'rho': 0.3, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 10, 'alpha': 1.0, 'beta': 1.0, 'rho': 0.1, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 10, 'alpha': 1.0, 'beta': 1.0, 'rho': 0.3, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 20, 'alpha': 0.5, 'beta': 0.5, 'rho': 0.1, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 20, 'alpha': 0.5, 'beta': 0.5, 'rho': 0.3, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 20, 'alpha': 0.5, 'beta': 1.0, 'rho': 0.1, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 20, 'alpha': 0.5, 'beta': 1.0, 'rho': 0.3, 'S': 1138}"
breast-cancer-clustering.csv,2,0.6972646156059465,0.5044035685410988,1300.2082268895422,"{'M': 10, 'tau0': 0.0005, 'tmax': 20, 'alpha': 1.0, 'beta': 0.5, 'rho': 0.1, 'S': 1138}"
