file,num_clusters,silhouette,db_index,ch_index,params
breast-cancer-clustering.csv,2,0.3112573542135836,1.3507289485150058,281.12757678612513,{'max_iterations': 50}
breast-cancer-clustering.csv,2,0.31102559977531147,1.3523785569684588,281.1192506129529,{'max_iterations': 100}
breast-cancer-clustering.csv,2,0.31102559977531147,1.3523785569684588,281.1192506129529,{'max_iterations': 200}
breast-cancer-clustering.csv,2,0.31102559977531147,1.3523785569684588,281.1192506129529,{'max_iterations': 500}
glass-clustering.csv,6,0.33409041007536516,1.256974179444886,75.78170642823545,{'max_iterations': 50}
glass-clustering.csv,6,0.29618442302643544,1.3015003894310762,74.47609995250153,{'max_iterations': 100}
glass-clustering.csv,6,0.3409056913386321,1.2013689920803443,75.71329135910456,{'max_iterations': 200}
glass-clustering.csv,6,0.30272210244536346,1.3778375064757,69.70485549974364,{'max_iterations': 500}
haberman-clustering.csv,2,0.32789550968295733,1.3570695931648173,139.9440697555255,{'max_iterations': 50}
haberman-clustering.csv,2,0.32946946534457056,1.3508950511925715,140.88492198184198,{'max_iterations': 100}
haberman-clustering.csv,2,0.32789550968295733,1.3570695931648173,139.9440697555255,{'max_iterations': 200}
haberman-clustering.csv,2,0.32789550968295733,1.3570695931648173,139.9440697555255,{'max_iterations': 500}
iris-clustering.csv,3,0.5557248194440956,0.7300314087324815,276.79177028777923,{'max_iterations': 50}
iris-clustering.csv,3,0.5565365054315063,0.7304519766823486,276.46384524656503,{'max_iterations': 100}
iris-clustering.csv,3,0.5565365054315063,0.7304519766823486,276.463845246565,{'max_iterations': 200}
iris-clustering.csv,3,0.5557248194440956,0.7300314087324815,276.79177028777923,{'max_iterations': 500}
wine-clustering.csv,3,0.30041839946925103,1.3537403284160916,76.52647786907596,{'max_iterations': 50}
wine-clustering.csv,3,0.30041839946925103,1.3537403284160916,76.52647786907596,{'max_iterations': 100}
wine-clustering.csv,3,0.30041839946925103,1.3537403284160916,76.52647786907596,{'max_iterations': 200}
wine-clustering.csv,3,0.30041839946925103,1.3537403284160916,76.52647786907596,{'max_iterations': 500}
